dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude,user_id
1781528253,1,-79.659599,43.564835,0.000000,2.171977,8.073931,107.664760,1,0,121.695839,user_01
1781529455,1,-79.661782,43.566361,0.000000,16.895014,3.646998,244.675985,1,0,130.461909,user_01
1781529476,1,-79.664774,43.568530,0.000000,4.748652,13.261062,341.372399,1,0,129.952607,user_01
1781529484,1,-79.665694,43.569208,0.000000,4.748652,13.224810,105.838621,1,0,129.937942,user_01
1781529492,1,-79.666591,43.569850,0.000000,4.748652,12.573056,101.697082,1,0,130.441360,user_01
1781529501,1,-79.667617,43.570494,0.000000,13.173907,12.011414,109.517167,1,0,135.116574,user_01
1781529608,1,-79.668848,43.570662,0.000000,12.395293,5.900763,101.213653,1,0,138.593181,user_01
1781529618,1,-79.669322,43.569784,0.000000,15.808736,13.056214,104.801706,1,0,137.118981,user_01
1781529626,1,-79.669718,43.568885,0.000000,2.917932,12.022647,104.885219,1,0,137.926551,user_01
1781529647,1,-79.670114,43.567989,0.000000,2.095899,9.081744,104.567842,1,0,137.003338,user_01
1781529656,1,-79.670563,43.567131,0.000000,2.696104,13.633713,102.000515,1,0,136.514802,user_01
1781529664,1,-79.671556,43.566411,0.000000,2.234383,14.409641,113.307592,1,0,136.875845,user_01
1781529672,1,-79.672826,43.565985,0.000000,2.603253,13.493357,113.017661,1,0,139.806500,user_01
1781529680,1,-79.674065,43.565602,0.000000,2.083633,13.554591,108.791791,1,0,143.774995,user_01
1781529688,1,-79.675236,43.565136,0.000000,2.222024,13.265131,107.867318,1,0,146.879408,user_01
1781529697,1,-79.676136,43.564458,0.000000,2.072272,8.765175,104.709945,1,0,149.087705,user_01
1781529712,1,-79.677384,43.564901,0.000000,2.211496,14.642448,112.221446,1,0,152.589098,user_01
1781529718,1,-79.678299,43.565535,0.000000,2.132183,17.522571,102.124192,1,0,153.061866,user_01
1781529724,1,-79.679328,43.566250,0.000000,2.030708,19.168933,115.002024,1,0,154.981320,user_01
1781529730,1,-79.680340,43.566962,0.000000,2.038295,18.738228,113.780668,1,0,155.945666,user_01
1781529736,1,-79.681332,43.567652,0.000000,2.020069,18.140720,110.921375,1,0,157.119310,user_01
1781529743,1,-79.682344,43.568295,0.000000,2.263503,13.671544,108.590477,1,0,158.243452,user_01
1781529754,1,-79.683384,43.568793,0.000000,2.070600,8.222857,100.621815,1,0,157.665323,user_01
1781529767,1,-79.684444,43.569294,0.000000,2.339860,7.946238,102.156850,1,0,158.474671,user_01
1781529779,1,-79.685493,43.569816,0.000000,2.276033,9.943592,102.711860,1,0,159.509476,user_01
1781529788,1,-79.686562,43.570402,0.000000,2.679136,13.378573,108.174576,1,0,161.887918,user_01
1781529796,1,-79.687575,43.571080,0.000000,2.009704,14.080456,111.246961,1,0,162.920707,user_01
1781529803,1,-79.687903,43.571969,0.000000,2.225396,15.103212,102.268121,1,0,160.956514,user_01
1781529810,1,-79.687347,43.572898,0.000000,2.101560,17.215731,112.572944,1,0,157.733656,user_01
1781529816,1,-79.686384,43.573601,0.000000,2.051252,18.948412,110.258159,1,0,155.769259,user_01
1781529822,1,-79.685307,43.574337,0.000000,2.009114,20.505381,119.417035,1,0,153.567076,user_01
1781529827,1,-79.684337,43.574994,0.000000,2.000065,21.846653,107.106724,1,0,151.484112,user_01
1781529832,1,-79.683278,43.575700,0.000000,3.380464,23.917569,116.083364,1,0,149.011533,user_01
1781529837,1,-79.682111,43.576439,0.000000,2.226619,25.784412,125.034622,1,0,146.793773,user_01
1781529841,1,-79.681115,43.577061,0.000000,2.093996,26.735158,106.079999,1,0,144.452955,user_01
1781529845,1,-79.680082,43.577706,0.000000,2.495722,27.740074,110.012987,1,0,143.117933,user_01
1781529849,1,-79.679032,43.578368,0.000000,2.228933,28.004787,112.286868,1,0,141.873536,user_01
1781529853,1,-79.678026,43.579069,0.000000,2.102354,28.203711,112.578334,1,0,141.012676,user_01
1781529857,1,-79.677037,43.579790,0.000000,2.296768,28.373713,113.147600,1,0,140.232202,user_01
1781529861,1,-79.676048,43.580525,0.000000,2.679613,28.490920,114.254129,1,0,138.567016,user_01
1781529865,1,-79.675084,43.581275,0.000000,2.025972,28.342267,114.062470,1,0,137.596494,user_01
1781529869,1,-79.674173,43.582034,0.000000,2.529181,28.208888,111.933803,1,0,136.513825,user_01
1781529873,1,-79.673288,43.582810,0.000000,2.206057,28.069457,112.011043,1,0,136.037235,user_01
1781529877,1,-79.672429,43.583602,0.000000,2.001054,27.968189,112.072158,1,0,136.133845,user_01
1781529881,1,-79.671626,43.584417,0.000000,2.000006,27.690237,111.395085,1,0,136.644103,user_01
1781529885,1,-79.670866,43.585238,0.000000,2.193369,27.492071,109.960454,1,0,136.884798,user_01
1781529889,1,-79.670148,43.586067,0.000000,2.001204,27.110010,108.850117,1,0,138.515257,user_01
1781529893,1,-79.669448,43.586889,0.000000,2.740141,26.832991,107.420218,1,0,141.137416,user_01
1781529897,1,-79.668759,43.587708,0.000000,2.024076,26.496583,106.670610,1,0,143.467465,user_01
1781529901,1,-79.668073,43.588504,0.000000,2.017755,25.945160,104.370325,1,0,146.177716,user_01
1781529905,1,-79.667403,43.589296,0.000000,2.344954,25.921078,103.310982,1,0,149.084301,user_01
1781529909,1,-79.666739,43.590091,0.000000,2.187556,25.887927,103.342646,1,0,152.304546,user_01
1781529913,1,-79.666050,43.590881,0.000000,2.268155,25.933027,103.935788,1,0,156.335718,user_01
1781529917,1,-79.665377,43.591697,0.000000,2.002281,26.193892,105.713571,1,0,159.127795,user_01
1781529921,1,-79.664685,43.592501,0.000000,2.176062,26.333637,105.378487,1,0,161.724267,user_01
1781529925,1,-79.663981,43.593311,0.000000,2.001402,26.716238,106.458879,1,0,162.875766,user_01
1781529929,1,-79.663245,43.594128,0.000000,3.135103,27.397085,108.511686,1,0,164.624185,user_01
1781529933,1,-79.662457,43.594951,0.000000,2.140201,28.051451,111.415414,1,0,165.756209,user_01
1781529937,1,-79.661584,43.595758,0.000000,3.028873,28.720330,114.073428,1,0,166.226809,user_01
1781529941,1,-79.660705,43.596583,0.000000,2.039497,28.970382,115.948195,1,0,166.930529,user_01
1781529945,1,-79.659829,43.597406,0.000000,2.736037,28.842875,115.620126,1,0,167.779149,user_01
1781529949,1,-79.658981,43.598236,0.000000,2.517138,28.852740,114.873490,1,0,168.199166,user_01
1781529953,1,-79.658109,43.599059,0.000000,2.099916,28.695837,115.422695,1,0,167.674671,user_01
1781529957,1,-79.657234,43.599882,0.000000,2.155161,28.836277,115.570715,1,0,167.216740,user_01
1781529961,1,-79.656360,43.600700,0.000000,2.162916,28.822556,115.082100,1,0,167.377157,user_01
1781529965,1,-79.655484,43.601524,0.000000,2.000583,28.872662,115.708017,1,0,167.166553,user_01
1781529969,1,-79.654610,43.602346,0.000000,2.007419,28.864491,115.433395,1,0,166.141284,user_01
1781529972,1,-79.653738,43.603169,0.000000,2.281799,28.877302,115.418632,1,0,165.713544,user_01
1781529976,1,-79.652865,43.603989,0.000000,3.474155,28.785046,115.204140,1,0,165.090726,user_01
1781529980,1,-79.651991,43.604815,0.000000,2.209848,28.930724,115.781275,1,0,164.335835,user_01
1781529984,1,-79.651115,43.605631,0.000000,2.079709,28.767746,115.001870,1,0,163.749736,user_01
1781529988,1,-79.650240,43.606452,0.000000,2.223792,28.793171,115.390844,1,0,162.658678,user_01
1781529992,1,-79.649361,43.607274,0.000000,2.485747,28.830399,115.676670,1,0,162.566641,user_01
1781529996,1,-79.648490,43.608096,0.000000,2.033788,28.800235,115.281266,1,0,162.730903,user_01
1781530000,1,-79.647618,43.608916,0.000000,2.466226,28.833138,115.150663,1,0,163.870716,user_01
1781530004,1,-79.646739,43.609740,0.000000,3.343023,29.187891,115.848161,1,0,164.984489,user_01
1781530008,1,-79.645871,43.610559,0.000000,2.119759,28.980244,114.865398,1,0,165.951540,user_01
1781530012,1,-79.644994,43.611381,0.000000,2.105462,28.816860,115.573614,1,0,166.411549,user_01
1781530016,1,-79.644091,43.612187,0.000000,3.179342,28.897204,115.488231,1,0,166.660927,user_01
1781530020,1,-79.643237,43.613028,0.000000,2.206948,28.917423,116.136424,1,0,166.123045,user_01
1781530024,1,-79.642360,43.613849,0.000000,2.000800,28.851921,115.485829,1,0,165.739899,user_01
1781530028,1,-79.641482,43.614670,0.000000,2.909792,28.824730,115.531286,1,0,164.511080,user_01
1781530032,1,-79.640609,43.615492,0.000000,2.383987,28.873198,115.371869,1,0,163.171555,user_01
1781530036,1,-79.639734,43.616312,0.000000,2.005480,28.910143,115.294922,1,0,162.369395,user_01
1781530040,1,-79.638860,43.617133,0.000000,2.035757,28.866551,115.333293,1,0,161.293509,user_01
1781530044,1,-79.637971,43.617950,0.000000,2.976237,28.895657,115.729490,1,0,159.767129,user_01
1781530048,1,-79.637110,43.618770,0.000000,7.980892,28.510143,114.605540,1,0,158.651764,user_01
1781530052,1,-79.636231,43.619605,0.000000,7.999944,28.714194,116.812275,1,0,157.942789,user_01
1781530060,1,-79.634476,43.621252,0.000000,2.073575,28.905693,231.442987,1,0,155.419871,user_01
1781530064,1,-79.633598,43.622076,0.000000,2.051689,28.869726,115.790101,1,0,154.225024,user_01
1781530068,1,-79.632718,43.622895,0.000000,2.312054,28.845902,115.450645,1,0,153.106635,user_01
1781530072,1,-79.631842,43.623717,0.000000,2.001159,28.866812,115.515499,1,0,152.383638,user_01
1781530076,1,-79.630964,43.624538,0.000000,2.143088,28.700658,115.526677,1,0,151.158478,user_01
1781530081,1,-79.630087,43.625367,0.000000,2.015148,29.062259,116.180546,1,0,150.447184,user_01
1781530085,1,-79.629216,43.626181,0.000000,2.029538,28.959754,114.565731,1,0,150.042212,user_01
1781530089,1,-79.628346,43.627003,0.000000,2.000104,28.879227,115.215165,1,0,149.628964,user_01
1781530093,1,-79.627466,43.627822,0.000000,2.000001,28.824680,115.446182,1,0,149.216289,user_01
1781530096,1,-79.626608,43.628644,0.000000,2.058665,28.290175,114.627125,1,0,149.099792,user_01
1781530100,1,-79.625882,43.629499,0.000000,2.000293,27.962560,111.623266,1,0,148.983000,user_01
1781530104,1,-79.625337,43.630414,0.000000,2.104864,27.776011,110.776083,1,0,148.807028,user_01
1781530108,1,-79.624958,43.631372,0.000000,2.122612,27.870722,110.751297,1,0,148.876624,user_01
1781530112,1,-79.624769,43.632365,0.000000,2.039746,28.046472,111.379595,1,0,149.956216,user_01
1781530116,1,-79.624800,43.633374,0.000000,2.000192,28.124874,112.135243,1,0,150.155770,user_01
1781530120,1,-79.625035,43.634372,0.000000,2.671451,28.211644,112.496164,1,0,150.753269,user_01
1781530124,1,-79.625483,43.635340,0.000000,2.051554,28.428988,113.469377,1,0,151.308653,user_01
1781530128,1,-79.626047,43.636282,0.000000,2.188416,28.656205,114.136926,1,0,151.773675,user_01
1781530132,1,-79.626765,43.637181,0.000000,2.040368,28.910704,115.483847,1,0,152.520978,user_01
1781530136,1,-79.627596,43.638023,0.000000,2.000154,28.786785,115.117670,1,0,152.492224,user_01
1781530140,1,-79.628540,43.638788,0.000000,2.010985,28.410226,114.151334,1,0,151.829877,user_01
1781530144,1,-79.629491,43.639513,0.000000,2.000058,27.608177,111.270819,1,0,151.318345,user_01
1781530148,1,-79.630408,43.640239,0.000000,2.198704,27.494600,109.477434,1,0,151.366446,user_01
1781530152,1,-79.631324,43.640972,0.000000,2.517035,27.587419,109.997481,1,0,152.156698,user_01
1781530156,1,-79.632233,43.641717,0.000000,2.017839,27.707750,110.612677,1,0,152.553726,user_01
1781530160,1,-79.633142,43.642459,0.000000,2.054800,27.675868,110.363472,1,0,153.336250,user_01
1781530164,1,-79.634082,43.643170,0.000000,2.106243,27.340609,109.533103,1,0,155.662962,user_01
1781530168,1,-79.635020,43.643865,0.000000,2.083005,27.031445,108.144935,1,0,157.792676,user_01
1781530172,1,-79.635945,43.644559,0.000000,2.410294,26.740515,107.328154,1,0,159.682788,user_01
1781530176,1,-79.636860,43.645245,0.000000,2.005923,26.458422,106.128194,1,0,161.906831,user_01
1781530180,1,-79.637771,43.645928,0.000000,2.472919,26.335265,105.664191,1,0,163.562913,user_01
1781530184,1,-79.638683,43.646604,0.000000,2.003917,26.287615,105.163510,1,0,164.803485,user_01
1781530188,1,-79.639598,43.647281,0.000000,2.145599,26.455242,105.412399,1,0,165.693028,user_01
1781530192,1,-79.640511,43.647969,0.000000,2.001701,26.683174,106.175896,1,0,166.521567,user_01
1781530196,1,-79.641428,43.648670,0.000000,2.000012,26.936087,107.442636,1,0,167.585648,user_01
1781530200,1,-79.642330,43.649395,0.000000,2.356439,27.327423,108.575691,1,0,167.943258,user_01
1781530204,1,-79.643205,43.650155,0.000000,3.105738,27.666596,110.076643,1,0,168.204020,user_01
1781530208,1,-79.644055,43.650949,0.000000,3.086139,27.955831,111.750895,1,0,169.070385,user_01
1781530212,1,-79.644894,43.651765,0.000000,2.334944,28.297948,113.157072,1,0,169.864849,user_01
1781530216,1,-79.645730,43.652593,0.000000,2.780483,28.440726,114.084799,1,0,170.760309,user_01
1781530220,1,-79.646608,43.653399,0.000000,2.497151,28.481564,114.194635,1,0,171.576825,user_01
1781530224,1,-79.647634,43.654112,0.000000,2.007985,28.806344,114.593840,1,0,172.119540,user_01
1781530228,1,-79.648813,43.654712,0.000000,2.889288,29.092129,116.178075,1,0,172.110806,user_01
1781530232,1,-79.650008,43.655242,0.000000,2.057038,28.356292,112.996636,1,0,172.019178,user_01
1781530236,1,-79.651227,43.655788,0.000000,2.000466,28.952151,115.569320,1,0,172.985901,user_01
1781530240,1,-79.652399,43.656379,0.000000,2.135311,28.971791,115.135344,1,0,173.517212,user_01
1781530244,1,-79.653520,43.657041,0.000000,2.127614,29.101446,116.588653,1,0,174.955901,user_01
1781530248,1,-79.654592,43.657785,0.000000,3.644569,29.659505,119.651510,1,0,176.141637,user_01
1781530252,1,-79.655616,43.658486,0.000000,2.162597,28.924259,113.553094,1,0,176.104162,user_01
1781530256,1,-79.656609,43.659218,0.000000,2.921151,28.703253,114.173370,1,0,177.167427,user_01
1781530260,1,-79.657615,43.659950,0.000000,2.204365,28.830709,114.912050,1,0,177.587355,user_01
1781530264,1,-79.658614,43.660688,0.000000,2.044947,28.866671,114.988151,1,0,178.698172,user_01
1781530268,1,-79.659608,43.661431,0.000000,2.006149,28.904634,115.098376,1,0,179.732812,user_01
1781530272,1,-79.660599,43.662177,0.000000,2.006575,28.842067,115.169506,1,0,180.242662,user_01
1781530276,1,-79.661596,43.662918,0.000000,2.403901,28.829764,115.108161,1,0,181.025083,user_01
1781530280,1,-79.662596,43.663658,0.000000,2.003177,28.829718,115.198148,1,0,181.955235,user_01
1781530284,1,-79.663589,43.664404,0.000000,2.169349,28.859735,115.281651,1,0,183.050462,user_01
1781530288,1,-79.664586,43.665143,0.000000,2.000634,28.663215,114.949374,1,0,183.657155,user_01
1781530292,1,-79.665575,43.665889,0.000000,2.043829,28.835213,115.057597,1,0,184.422814,user_01
1781530296,1,-79.666569,43.666634,0.000000,2.040634,28.749463,115.257967,1,0,185.497879,user_01
1781530300,1,-79.667563,43.667380,0.000000,3.302319,28.811239,115.332365,1,0,186.234357,user_01
1781530304,1,-79.668561,43.668126,0.000000,2.059362,28.959516,115.557013,1,0,187.223621,user_01
1781530308,1,-79.669558,43.668870,0.000000,2.730610,28.913005,115.341455,1,0,187.409719,user_01
1781530312,1,-79.670558,43.669615,0.000000,3.839870,28.915963,115.589917,1,0,186.876424,user_01
1781530316,1,-79.671557,43.670361,0.000000,2.756260,28.913579,115.613245,1,0,186.815004,user_01
1781530320,1,-79.672551,43.671106,0.000000,2.824036,28.867231,115.252551,1,0,186.175477,user_01
1781530324,1,-79.673550,43.671850,0.000000,2.044288,28.826240,115.454014,1,0,185.252909,user_01
1781530328,1,-79.674545,43.672596,0.000000,3.035360,28.917694,115.388463,1,0,184.666394,user_01
1781530332,1,-79.675542,43.673341,0.000000,2.063094,28.891127,115.415578,1,0,184.208522,user_01
1781530336,1,-79.676540,43.674083,0.000000,2.158920,28.833929,115.233096,1,0,184.251563,user_01
1781530341,1,-79.677533,43.674829,0.000000,2.727240,28.798593,115.270809,1,0,184.538926,user_01
1781530345,1,-79.678529,43.675573,0.000000,2.386609,28.840210,115.279681,1,0,184.972782,user_01
1781530348,1,-79.679524,43.676319,0.000000,3.453332,28.874854,115.383006,1,0,185.378441,user_01
1781530352,1,-79.680525,43.677062,0.000000,3.114960,28.872143,115.481739,1,0,185.667319,user_01
1781530356,1,-79.681271,43.677621,0.000000,2.594947,28.780270,86.483327,1,0,185.771653,user_01
1781530360,1,-79.682516,43.678552,0.000000,2.485744,28.912551,144.179324,1,0,186.233738,user_01
1781530364,1,-79.683514,43.679297,0.000000,2.583638,28.873610,115.466354,1,0,185.925659,user_01
1781530368,1,-79.684513,43.680045,0.000000,5.087428,28.821438,115.761678,1,0,186.066126,user_01
1781530372,1,-79.685504,43.680783,0.000000,3.105463,28.746867,114.515212,1,0,186.846498,user_01
1781530376,1,-79.686502,43.681532,0.000000,3.840753,28.925149,115.785397,1,0,187.454604,user_01
1781530380,1,-79.687466,43.682294,0.000000,2.779957,28.823911,114.955278,1,0,188.473918,user_01
1781530384,1,-79.688469,43.683034,0.000000,2.328875,28.840806,115.351321,1,0,189.872582,user_01
1781530388,1,-79.689490,43.683765,0.000000,2.876241,28.847638,115.669974,1,0,190.941549,user_01
1781530392,1,-79.690464,43.684527,0.000000,2.606944,28.864254,115.502504,1,0,191.979971,user_01
1781530396,1,-79.691459,43.685273,0.000000,2.760028,28.838866,115.372208,1,0,193.174953,user_01
1781530400,1,-79.692419,43.686045,0.000000,7.950857,28.851783,115.554601,1,0,193.963725,user_01
1781530404,1,-79.693420,43.686796,0.000000,7.634663,28.981753,116.107990,1,0,194.678577,user_01
1781530408,1,-79.694361,43.687571,0.000000,6.288863,28.987686,114.783272,1,0,194.925987,user_01
1781530412,1,-79.695181,43.688417,0.000000,4.669835,28.869231,114.934179,1,0,194.705221,user_01
1781530417,1,-79.695878,43.689322,0.000000,5.114901,28.909741,115.201590,1,0,195.094939,user_01
1781530421,1,-79.696456,43.690273,0.000000,3.288216,28.977436,115.491861,1,0,192.835896,user_01
1781530425,1,-79.696909,43.691260,0.000000,4.002252,28.828190,115.590045,1,0,192.324051,user_01
1781530429,1,-79.697349,43.692253,0.000000,4.470370,28.808048,115.897427,1,0,192.357750,user_01
1781530433,1,-79.697798,43.693244,0.000000,5.159470,28.929521,115.910601,1,0,192.803693,user_01
1781530437,1,-79.698299,43.694219,0.000000,2.027030,28.786807,115.621094,1,0,193.451998,user_01
1781530441,1,-79.698748,43.695208,0.000000,2.028650,28.829167,115.699540,1,0,193.224075,user_01
1781530445,1,-79.699197,43.696199,0.000000,2.185307,28.877258,115.910617,1,0,193.661202,user_01
1781530449,1,-79.699649,43.697188,0.000000,2.036820,28.959521,115.774477,1,0,194.031952,user_01
1781530453,1,-79.700115,43.698174,0.000000,3.038880,29.023136,115.819512,1,0,194.549500,user_01
1781530457,1,-79.700662,43.699131,0.000000,2.061428,28.857968,115.117823,1,0,194.994702,user_01
1781530461,1,-79.701297,43.700057,0.000000,3.669486,28.880882,114.925517,1,0,194.807826,user_01
1781530465,1,-79.702014,43.700951,0.000000,2.260300,28.800034,114.933929,1,0,194.997406,user_01
1781530469,1,-79.702809,43.701811,0.000000,2.780174,28.790321,115.067354,1,0,195.105301,user_01
1781530473,1,-79.703691,43.702631,0.000000,2.081236,28.911893,115.579959,1,0,194.588899,user_01
1781530476,1,-79.704638,43.703409,0.000000,2.637178,28.810067,115.339057,1,0,194.707228,user_01
1781530480,1,-79.705631,43.704151,0.000000,2.140968,28.768737,114.925039,1,0,195.211560,user_01
1781530484,1,-79.706631,43.704890,0.000000,2.562265,28.838183,115.080936,1,0,196.576791,user_01
1781530488,1,-79.707633,43.705632,0.000000,2.036874,28.851867,115.431843,1,0,198.089544,user_01
1781530492,1,-79.708631,43.706374,0.000000,2.010918,28.744718,115.206353,1,0,199.556172,user_01
1781530496,1,-79.709626,43.707113,0.000000,4.134904,28.712906,114.798899,1,0,201.278774,user_01
1781530500,1,-79.710621,43.707847,0.000000,2.165825,28.649134,114.402238,1,0,203.591699,user_01
1781530505,1,-79.711561,43.708613,0.000000,5.501394,28.454719,113.962247,1,0,205.696865,user_01
1781530509,1,-79.712541,43.709349,0.000000,6.132071,28.337970,113.711666,1,0,208.037695,user_01
1781530513,1,-79.713522,43.710077,0.000000,5.841117,28.240906,113.130502,1,0,210.415167,user_01
1781530517,1,-79.714496,43.710807,0.000000,5.491352,28.209414,112.896246,1,0,212.838958,user_01
1781530521,1,-79.715469,43.711536,0.000000,5.751797,28.181480,112.760382,1,0,215.140954,user_01
1781530525,1,-79.716439,43.712264,0.000000,6.426862,28.126255,112.512378,1,0,217.334221,user_01
1781530529,1,-79.717421,43.712984,0.000000,5.179791,28.084912,112.553534,1,0,219.507168,user_01
1781530533,1,-79.718413,43.713710,0.000000,4.300604,28.457327,113.594590,1,0,220.928749,user_01
1781530537,1,-79.719405,43.714448,0.000000,3.966093,28.868880,114.539903,1,0,221.125606,user_01
1781530541,1,-79.720399,43.715203,0.000000,3.527558,28.908920,116.010960,1,0,220.301922,user_01
1781530545,1,-79.721391,43.715954,0.000000,2.438492,28.814890,115.578353,1,0,219.349772,user_01
1781530549,1,-79.722387,43.716700,0.000000,2.903897,28.928477,115.402023,1,0,218.598491,user_01
1781530553,1,-79.723377,43.717440,0.000000,2.038643,28.794470,114.586691,1,0,218.405999,user_01
1781530557,1,-79.724377,43.718189,0.000000,2.003707,28.968139,115.865788,1,0,217.647616,user_01
1781530561,1,-79.725377,43.718932,0.000000,2.034289,28.886501,115.387873,1,0,216.953062,user_01
1781530565,1,-79.726372,43.719679,0.000000,2.132576,28.712555,115.425777,1,0,216.708416,user_01
1781530569,1,-79.727381,43.720425,0.000000,2.613090,28.948362,116.128011,1,0,215.993920,user_01
1781530573,1,-79.728384,43.721168,0.000000,3.308738,28.865223,115.551391,1,0,215.459004,user_01
1781530577,1,-79.729391,43.721907,0.000000,3.059668,28.880351,115.460731,1,0,215.218406,user_01
1781530581,1,-79.730403,43.722643,0.000000,2.308641,28.892969,115.508211,1,0,215.521117,user_01
1781530585,1,-79.731420,43.723377,0.000000,3.189608,28.879768,115.636381,1,0,216.011446,user_01
1781530589,1,-79.732430,43.724114,0.000000,2.516800,28.807728,115.473197,1,0,216.931248,user_01
1781530593,1,-79.733442,43.724847,0.000000,2.001942,28.871647,115.272500,1,0,218.139594,user_01
1781530597,1,-79.734454,43.725583,0.000000,3.464941,28.911796,115.508272,1,0,219.424536,user_01
1781530601,1,-79.735465,43.726316,0.000000,2.019065,28.803688,115.209925,1,0,220.857639,user_01
